Kindly provide delivery time?,Delivery Time
In how many days it will be delivered to me?,Delivery Time
How many days will it take?,Delivery Time
How many days will it take?,Delivery Time
And when it will be delivered,Delivery Time
How many days u take for delivery,Delivery Time
How many days u take for delivery,Delivery Time
Kb tk place ho jye gaa,Delivery Time
Is it possible you can deliver on monday ?,Delivery Time
kb mily gA,Delivery Time
when it will shipped ?,Delivery Time
Please confirm? And delivery timings?,Delivery Time
How many days u take for delivery,Delivery Time
Price kya ha or kb mily gA,Delivery Time
How many days it will take to reach Rawalpindi,Delivery Time
And in how many days u will deliver,Delivery Time
In how many days u delivered??,Delivery Time
I am in Lahore...In how many days you may deliver the items..,Delivery Time
Kitny days main delivery ho jati ha?,Delivery Time
when it will ship ?,Delivery Time
Till when will i get the parcels??,Delivery Time
Delivry kb tk hu gi,Delivery Time
Kb tk a jay ga,Delivery Time
Delivery time kitna h,Delivery Time
deliver ktne days me,Delivery Time
How much time will it take to deliver?,Delivery Time
In how many days u delivered??,Delivery Time
Kitny days main delivery ho jati ha?.,Delivery Time
Nd send it tomorrow,Delivery Time
Till when will i get the parcels??,Delivery Time
When will I receive my order??,Delivery Time
How much time will it take to deliver in islamabad?,Delivery Time
When will it be delivered?,Delivery Time
Kb tk mily ga,Delivery Time
Ye kis din milay ga,Delivery Time
Delivery time in lahore,Delivery Time
How much time it will take?,Delivery Time
When will I receive my parsal,Delivery Time
And after how many days it will be delivered to my adress in lahore?,Delivery Time
When will u deliver it ? In how many days ??,Delivery Time
And when will I receive it?,Delivery Time
In how many days do you deliver after we place an order??,Delivery Time
Aaj delivered ker wa dega,Delivery Time
2 din me delivered ho jai ga,Delivery Time
ok. kbtk mil jay ga order?,Delivery Time
In how many days it will reach to Abbottabad.?,Delivery Time
When it will be deliver,Delivery Time
kub tuk mil jy ga,Delivery Time
Can you deliver them on friday night if possible,Delivery Time
"Okay , so when will i get my order ?",Delivery Time
Kb tk mjy mily ga,Delivery Time
Ok when will reach,Delivery Time
delivery time and charges,Delivery Time
Kab i ga parsal,Delivery Time
Ok kab i ga,Delivery Time
When i b rcv kindly ?,Delivery Time
Ok .when it will be deliver?,Delivery Time
Kb tk aiega,Delivery Time
Ok when will be product deliver,Delivery Time
And share with me how quickly you can send it to me,Delivery Time
How long would it take to deliver in Rawalpindi?,Delivery Time
Delivery days???,Delivery Time
If i order today it will b deliver on friday i live in Rawalpindi,Delivery Time
In how many days will i receive it??,Delivery Time
Okk but in how many days??,Delivery Time
How many days it takes,Delivery Time
How much time take to dlvr order ?,Delivery Time
In How many days you deliver these products?,Delivery Time
Ok how many days in deliver?,Delivery Time
Also tell me estimated days?,Delivery Time
How many days  it will take,Delivery Time
Can U Tell me How many delivery Days in which this product is delivered... ??,Delivery Time
How much more Days to be delivered,Delivery Time
And how many days it takes to deliver?,Delivery Time
How many days u will take for delivery,Delivery Time
And how many days will it take?,Delivery Time
In how many days will i recieve?,Delivery Time
How many days to deliver??,Delivery Time
Okk but in how many days??,Delivery Time
In how many days will you deliver?,Delivery Time
How much days for delivery?,Delivery Time
Delivery time ?,Delivery Time
But how much days it takes ? Tomorrow ?,Delivery Time
ktne days main deliver ho jaye g,Delivery Time
with 2 to 3 days mil jaye ga na???,Delivery Time
in how many days ill receive?,Delivery Time
ya kitny din ma a jata ha,Delivery Time
and how many days will it take to get delivered,Delivery Time
How long u ppl take to deliver parcel ?,Delivery Time
And when u ill be deliver?,Delivery Time
Send me as soon as possible,Delivery Time
When it will be recived?,Delivery Time
ok it will be recived tommorow?,Delivery Time
At wat Time ur Order ll be delivered ?,Delivery Time
time of deliver??,Delivery Time
In hw many days I will receive this.. ...???,Delivery Time
When will it be dilivered?,Delivery Time
Time of dilivery?,Delivery Time
 How many days receive this parsal.,Delivery Time
 Kitney din me?,Delivery Time
how much time it takes to deliver,Delivery Time
Ok dear how many days takes to reached me,Delivery Time
Delivery how many ch time take to reached me,Delivery Time
Ok or kitny din men delivery kren gy,Delivery Time
How much time it will take to reach to me?,Delivery Time
When it will be delivered  ?,Delivery Time
When will you deliver??,Delivery Time
Kab tk delivery hogi ?,Delivery Time
How many days ETA ?,Delivery Time
Ya kab received ho gya,Delivery Time
Kb tk ajay ga?,Delivery Time
can i know how soon it can be delivered??,Delivery Time
When will the order arrive???,Delivery Time
How soon can it be sent now ?,Delivery Time
 How many days will take to deliver..?,Delivery Time
how many days would u take to deliver,Delivery Time
Delivery charges?,Delivery Charges
Is delivery free?,Delivery Charges
Delivery charges included?,Delivery Charges
Alright wid delivery ??,Delivery Charges
is thr any delivery charges ?,Delivery Charges
can you give me final pirce with delivery charges,Delivery Charges
Charges??,Delivery Charges
We have to pay TCS charges.,Delivery Charges
Delivery free honi chaye at least,Delivery Charges
delivery charges ?,Delivery Charges
Is that cost includes delivery charges,Delivery Charges
Delivery charges na lo,Delivery Charges
What is delivery charges?,Delivery Charges
Is there any delivery charges?,Delivery Charges
exclude delivery charges.,Delivery Charges
Tell me charges,Delivery Charges
Free home delivery ni h kia,Delivery Charges
What is delivery charges?,Delivery Charges
delivery charges?,Delivery Charges
and hw much u charged for delivery??,Delivery Charges
delivery charges?,Delivery Charges
And what about delivery charges ?,Delivery Charges
Prices and delivery charges n karachi,Delivery Charges
Delivery fees is usually 100 why are taking 150 ?,Delivery Charges
Delivery Chargez Kitne Honge??,Delivery Charges
And delivery charges should be free on above 1500,Delivery Charges
delivery b bta den,Delivery Charges
 Its delvriy charges n day,Delivery Charges
Karachi me b delivery charges pay krny pry ge?,Delivery Charges
Delivery chargers bi 600rs ma kay wo alg sa,Delivery Charges
Delivery is not free??,Delivery Charges
delivery charges ?,Delivery Charges
shipping charges for karachi ?,Delivery Charges
Shipping  charges kya hn,Delivery Charges
Delivery free honi chaye at least,Delivery Charges
Shipping  charges bata den?,Delivery Charges
what the Shipping charges ?,Delivery Charges
How much shipping charges ??,Delivery Charges
Leopard courier available ?,Delivery Method
How can I get this,Delivery Method
tcs available ?,Delivery Method
Tcs or lcs??,Delivery Method
Procedure of delivery?,Delivery Method
How will I get the order?,Delivery Method
How do you deliver?,Delivery Method
How to make payment,Payment Method
How I pay ?,Payment Method
How I pay ?,Payment Method
Cash on delivery?,Payment Method
How to make payment,Payment Method
Cash on delivery,Payment Method
Hw will i pay u ?,Payment Method
How will I pay?,Payment Method
How will I pay?,Payment Method
how do I pay?,Payment Method
mai apko payment kese donga?,Payment Method
How I pay ?,Payment Method
Payment kese hogi?,Payment Method
What method you use to deliver the order?,Delivery Method
What method you use to delivery?,Delivery Method
What service you use to deliver the order?,Delivery Method
What service you use to delivery?,Delivery Method
What is the procedure of delivery?,Delivery Method
How you do shipping?,Delivery Method
How will I receive the order?,Delivery Method
Delivery method?,Delivery Method
Shipping method?,Delivery Method
You do tcs or lcs,Delivery Method
tcs or leapord?,Delivery Method
Order delivery kese hogi?,Delivery Method
Deliver kese krte hain?,Delivery Method
Order kese miley ga ,Delivery Method
tcs krte hain?,Delivery Method
Leopard courier available ?,Delivery Method
Delivery kese hugi ?,Delivery Method
How can I get this,Delivery Method
tcs available ?,Delivery Method
And cash on delivery??,Delivery Method
And cash on delivery??,Delivery Method
Tcs or lcs??,Delivery Method
Procedure of delivery?,Delivery Method
Tcs??,Delivery Method
TCS k through aey ga? Kitney din men?,Delivery Method
How i will get these thing,Delivery Method
Which courier company ??,Delivery Method
Sir ap kiska through karwata hen,Delivery Method
Through what u send the product,Delivery Method
 By tcs ?,Delivery Method
 I will recieve it from tcs,Delivery Method
Payment method?,Payment Method
Payment A/C transfer hojye gi?,Payment Method
How to make payment,Payment Method
Cash on delivery?,Payment Method
How to make payment,Payment Method
Cash on delivery,Payment Method
How will i pay you ?,Payment Method
What is the payment method?,Payment Method
what are the payment methods? do you guys do cash on delivery?,Payment Method
Payment method?,Payment Method
Payment A/C transfer hojye gi?,Payment Method
How to make payment,Payment Method
Cash on delivery?,Payment Method
How to make payment,Payment Method
Cash on delivery,Payment Method
Hw will i pay u ?,Payment Method
How will I pay?,Payment Method
how do I pay?,Payment Method
mai apko payment kese donga?,Payment Method
How I pay ?,Payment Method
Payment kese hogi?,Payment Method
payment kese krni hogi?,Payment Method
payment ka tareka kya hoga?,Payment Method
Cash on delivery hogi ya kuch aur?,Payment Method
easy paisa hota hai?,Payment Method
cod?,Payment Method
Hi,greeting
Hey,greeting
Hello,greeting
there ?,greeting
anyone there,greeting
How can I order?,Order
I want to order this product.,Order
I want this product.,Order
I want to oder this,Order
OK I want to order both,Order
I want to buy this one,Order
I want to place an order,Order
want to buy this,Order
I want this,Order
I want order one,Order
I want to buy this one,Order
I want this wallet with keychain,Order
I want to order this one in black clr,Order
want to buy this,Order
I want to oder this,Order
I want to order,Order
But I want to place yet another order,Order
Sir how to order this set,Order
i want customize wallet keychain set,Order
dono chaie h,Order
I want to order,Order
i want to order the brown one,Order
booking kaisy aur kahan ho gi,Order
Plz book one for me,Order
I want to buy wallet plus key chain,Order
"I want to order this gift box set, wallet and keychain in brown colour",Order
Ok good.I want to order,Order
AoA want to order this in brown colour .,Order
Plz confirm order in brown colour,Order
how can i order,Order
I want button keychain,Order
Where i send my order,Order
I need one black violet,Order
Salam I want this wellat in Burgundy colour,Order
I need this article,Order
Hhmm ok I want  gift sets,Order
I want to purchase a purse,Order
I explain U i need Wallet N Key Chain Jo Aap Ne Pehle Pick Main Send Ki But Wallet Without Zip . ,Order
I need in Lahore,Order
Hello I need,Order
Do u have only card holderz and doller size wallets?,Order
I want to place order,Order
 I want these two products in Black Color,Order
I want both in black color,Order
I need two pieces ,Order
Sir ye orgnal leather hy M khridna chahta ho,Order
M khridna chahta ho,Order
Ye chaye,Order
Hi I want to buy this volet,Order
 I want this product,Order
I want last one in brown colour,Order
Mujy voilt order krna hy,Order
I interested in this product,Order
"Aos ,bhai mujay yeh wallet order krna hai.",Order
Tou order confirm kaisay ho ga,Order
what is the procedure,Order
Wallet chahiay,Order
I want this,Order
I want this N its box,Order
i need a voilet,Order
I want to place or or wallet,Order
Confirm my order sir ok,Order
Ye mujhe lhne hain,Order
Ok order book karay,Order
I want this ...,Order
 want this one,Order
 I want in lahore,Order
Ye purse chahiye,Order
Hi i want to buy this one in mehroon color,Order
Kindly book it for Sonia,Order
order confirm kr lain,Order
I want to order it,Order
Confirm the Order,Order
 I want ths 2 wallet,Order
 Helo i want wallet,Order
I want this one in black,Order
i want to buy it,Order
i want to buy,Order
Want to Order this one Sir.,Order
Toh order kesy dy,Order
 Need this,Order
 I want this in same colour,Order
Assalamalaikum i need above note book,Order
Aoa i need this,Order
Yehi bok kr dena,Order
Ok i buy it,Order
Order bok krwana hn,Order
Hello id like to place an order for ,Order
Hi  I m interested in buying your Cow Leather Wallet For Men,Order
Hi sir . I want 1 pc,Order
 i want Burgundy,Order
I want ,Order
I need this ,Order
 wallet ka order kar day,Order
 I need to order black and maroon color,Order
I need this 1 pc,Order
I wanna order this wallet,Order
how should i place my order ?,Order
How tu buy,Order
i need this one.,Order
I want this vault but can i get in complet brown without this mid red line??,Order
i want to know ,Order
I am interested in one of your products,Order
Please Book my order and Tell me the total cost,Order
I need 2 pack,Order
 I need one more pack in black color,Order
i want to this .,Order
may i place order,Order
i want to place one more order,Order
sir i want to order this.,Order
sir mujhe wallet buy karna tha,Order
I am looking to buy this product in black color..,Order
what is the procedure?,Order
MuJhe 2 walletz Chahiye Same Brown Mein,Order
I want to order one,Order
Would like to order,Order
This wallet is required  in black,Order
Confirm my order,Order
I would like to know delivery status of my package. Can you pls tell me about it?,Order Status
Havent got the delivery yet. When will it arrive?,Order Status
Didn't get any call. Is the order confirmed?,Order Status
My order is confirmed or not yet?,Order Status
Have u dispatched my order??,Order Status
Haven't received my parcel. The order has been placed since Saturday.,Order Status
Have u dispatched my order??,Order Status
Agr ni  mil  skta  tu  kindly  bta  den kafi  din ho  gy  order kiy  hut,Order Status
Sir did u got the oder ?,Order Status
Aj b parcel ni mila,Order Status
Ab cnfrm  bta den kb tk  mil  jay gaEid b guzr gai  h,Order Status
Wallet   ready  ho gya?,Order Status
Mera order book ho gia hy deliry kr di hy,Order Status
When you will dispatch it again?,Order Status
I haven't received the parcel till now,Order Status
Your representative didn't contact me yet....,Order Status
What's the status of my booking ?,Order Status
Kindly update my order,Order Status
I am unable to update from the tracking no,Order Status
Sir Mara oder send kea ???,Order Status
I haven't receive the parcel yet ,Order Status
I haven't receive the parcel yet Will u please inquire about that,Order Status
I haven't receive the parcel yet Will u please inquire about that I need it by tomorrow,Order Status
Kal Kab tak Replace Order Hoga plz Tell Ur time ?,Order Status
Aoa bro what about my order,Order Status
Aoa sir i cnt recieve til now,Order Status
still not deliver my wallet.,Order Status
Order confirm hai??,Order Status
Meine ik ladies wallet order kia ha via website order nmbr is 8776 Us ki b pic dekh skta hoon real wali?,Order Status
Ordr Sbmit krwa dia ap ne sir?,Order Status
 I didn't recev the persal,Order Status
They cal me they wl prcl me at 9 am but now its 2pm,Order Status
Where are my oder,Order Status
Sir ye card holder mujhe miley nahi 3 din ho gaye hain,Order Status
Brother what is the status of my order and return of the money?,Order Status
Sir wo mera order abhi deliver nai hwa to us ma 1 ur bhe send kar daen,Order Status
Sir confirmation ki cal nai ai,Order Status
What is the price of this?,Price
How much?,Price
Price for three?,Price
What's the price,Price
Price,Price
Whts the pricr,Price
Price kya ha or kb mily gA,Price
Yes plz confirm price?,Price
Price?,Price
What is the price,Price
Price and total,Price
What's the price,Price
Price kya ha or kb mily gA,Price
Kindly mention me the prices and the colours,Price
What is the price,Price
Slam... gift pack k price to bata dain...,Price
Kindly tell me da amount,Price
How much for this one?,Price
12 .. items .. please inform Prise? ?? Price in origianl leather ...?? prise in China leather ??,Price
Ok any rough idea abt price,Price
Price n pics ??,Price
what is the price of wallet?,Price
or is ki price,Price
is ki price bta dy plzz,Price
How much for this one?,Price
price,Price
red piping how much ??,Price
12 .. items .. please inform Prise? ??Price in origianl leather ...??prise in China leather ??,Price
Ok any rough idea abt price,Price
Price n pics ??,Price
what is the price of wallet?,Price
Hello can you tel me the price of this,Price
So.what will b the price of both,Price
Kya price hai ?,Price
Price plzz,Price
Normal wallet and keychain with name price,Price
How much with the name on it?,Price
How much that purse,Price
Kia price hen,Price
price please,Price
Fainal pries Kia hogi,Price
Price kya ha ,Price
2 keychain black clr m fainal Kia hoga,Price
How much it costs,Price
kitne ka he,Price
Tell me the price of this black wallet,Price
how much will it cost,Price
Wallet ki price ktni ty,Price
What is the price of one I forwarded you?,Price
How much for this?,Price
Whats the price of wallet,Price
How much for complete set?,Price
What is the price of this wallet ?,Price
Price?,Price
price of brown wallet with my name on itt?,Price
Prices and delivery charges n karachi,Price
Name print charges? ,Price
what will be price with delivery,Price
Can you please tell me the price for these 4 pieces.,Price
Then total charges??,Price
How much for both ?,Price
Sir is ka price?,Price
How much,Price
How much price now?,Price
Actual Rate Kya hai ? ,Price
price?,Price
Tell me its price,Price
Plz price btana iski,Price
prise?,Price
ruppe?,Price
How much cost total of this product,Price
What's final price sir?,Price
Final price,Price
What prize it..,Price
Prize ...??????,Price
Price kiya hai is ke,Price
Price and time req for delivery,Price
 Is ki price kia hay,Price
Ok sir kitne charges hoge same wallet ke,Price
What is its cost,Price
What is the price,Price
What's final price sir?,Price
What is the total price,Price
The above one How much?,Price
Any discount?,Discount
Dun u offer any discount these days on wallets?,Discount
No discount ?,Discount
Wallet charges me no discount ?,Discount
i need this one.... any discount on it???,Discount
so u donot allow any discount???,Discount
sir g koi pyar mubhat,Discount
You ppl don't give any discounts ?,Discount
And discount?,Discount
Discount plz,Discount
Can you please give me discount,Discount
Ok but plz do the discount,Discount
 Koi reyt kr prawa,Discount
Parice main koi disscunt ni day gye kiya,Discount
Acha price to thori normal ka4ay,Discount
Can you please do me a favor for delivery charges? Any concession please? As other E-COMMERCEâ€‹ companies provide free home delivery.,Discount
 Please compensate anywhere.,Discount
any discount ?,Discount
Kohe discount  ?,Discount
Mene 2 wallet leyen hen ab koi discount meliga ya nh Sir..,Discount
 Ye 3 order h ager discount mela tu,Discount
Bro yeh chaiya kya final rate ho ga....,Discount
Discount nae mily ga bro,Discount
  Discount nae ha kaya?,Discount
Sir koi shafkat,Discount
Sir koe thori bhot discount to hoti he ha,Discount
So no discount if I purchase 2,Discount
Will u give some discount,Discount
Kuch discount tu den bhai,Discount
Is there any concession in wallet r delivery charges plzzz??,Discount
This is expensive now if I order 5 or 6 ...what will b.the discount sir if I need 5 or 6 sets ...,Discount
Can you some discount??,Discount
Discount,Discount
any discount ?.  ,Discount
Any concession. ?,Discount
Any discount??,Discount
How much it will total cost?,Total Cost
Are prices inclusive of delivery?,Total Cost
What will be total charges?,Total Cost
Tell me the total amount please?,Total Cost
Total price pls.,Total Cost
How much it total cost?,Total Cost
How much total it will cost with delivery,Total Cost
Alright wid delivery ??,Total Cost
k then after that what will be the total amount i will hv to pay?,Total Cost
Ok then after that what will be the total amount i will hv to pay?,Total Cost
total,Total Cost
can you tell me the total bill of it including delivery price,Total Cost
Can you please let me know what will be total package charges,Total Cost
Plz confirm order n tell me the full bill,Total Cost
can u give me total amount?,Total Cost
can u gin me final pirce wid delivery charges,Total Cost
Tell me the total amount,Total Cost
can u give me total amount?,Total Cost
can u gin me final pirce,Total Cost
What will be total charges  after writing?,Total Cost
Is that cost includes delivery charges,Total Cost
Tell me my total please,Total Cost
Total amount bata den,Total Cost
can you tell me the total bill of it including delivery price,Total Cost
This one price total with delivery,Total Cost
Can you tell me the total please.,Total Cost
Total pymint,Total Cost
How much i have to pay with dlvry charge+wallet,Total Cost
ok .tell me total cost of these 2 wallets,Total Cost
Total price??,Total Cost
You have to order them on same address in one package so total delivery charges would be 150 right? N total cost for two will be 2000?? Right?,Total Cost
Total charges?,Total Cost
Tell me total cost,Total Cost
Please Book my order and Tell me the total cost,Total Cost
what will be the total charges?,Total Cost
And how much total price,Total Cost
Total amount?,Total Cost
And tell me total bill,Total Cost
total price for both?,Total Cost
How much for this with delivery charges,Total Cost
Please tell total cost,Total Cost
Ab plzz totle bta den,Total Cost
Total payment ?,Total Cost
How much the total cost including delivery ?,Total Cost
 Total price plz???,Total Cost
Ab Total price kia hoi???,Total Cost
Kindly tell me amount,Total Cost
How much cost total of this product,Total Cost
Plz tell me totl price kiya hain 3 ki,Total Cost
 Its complete price,Total Cost
delivery how much total cost,Total Cost
With delivery how much ,Total Cost
Kindly confirm price first,Total Cost
 And tell me the total amount,Total Cost
I got an order from you But its not what i expected So i want another product in exchange,Order Replacement
Can my colour of order be changed to burgundy???,Order Replacement
 I would greatly appreciate if its possible to cancel my previous order and place a new one for this wallet with the same colour as in picture,Order Replacement
And will i be chatged for this???,Order Replacement
Sorry sir plz cancel my order,Order Replacement
Plz replace my order,Order Replacement
so change my order,Order Replacement
I got an order from you But its not what i expected So i want another product in exchange,Order Replacement
Pls cancel my order,Order cancellation
I would greatly appreciate if its possible to cancel my previous order and place a new one for this wallet with the same colour as in picture,Order cancellation
Cancel my order,Order cancellation
Sorry cancel kr day plz,Order cancellation
leather m h?,Quality
Sir g cheez theak honi chaiya...,Quality
Orignal leather h?,Quality
leather m h?,Quality
What fabric do you use,Quality
plz original cheez bheijna...,Quality
"Sir , quality itni achi nhi Jitni may expect kar raha tha...",Quality
 This one is of good quality?,Quality
This wallet is good?,Quality
pure leather?,Quality
guaranted cow leather???,Quality
hows its stuff,Quality
 Lather hai yah regxizn hai,Quality
 Leather ma nh hoa wapes bhajo ga,Quality
I am going to order wallets But i need to know the quality first,Quality
100 grurennte that pure leathers???,Quality
Sir ye orgnal leather hy M khridna chahta ho,Quality
 Sir i want durable product plz confirm that is it durable,Quality
 product should b same as here in pic an durable,Quality
 IF your product is c0py or orignal..?,Quality
If your product is copied..,Quality
 But material acha ho,Quality
Agar material acha na howa phir,Quality
Oh okay...And what about its quality?,Quality
And chez yahi honi chyie plz jo mainay apko product ka name or code send kiya hay thnkxx,Quality
 Please insured it will be original,Quality
 If you give me anh gurantee then i purchase your product otherwise i 'll not purchase.. ?,Quality
is it pure leather,Quality
is it lather ?,Quality
 But Quality to Sir wese hi hogi na jesi Pictures mien hai?,Quality
 But quality should be better,Quality
and its original product or copy?,Quality
its original?,Quality
Leather me hn,Quality
Wallet is it 100% cow leather?,Quality
It's genie leather ????,Quality
Acha hta hyna quality me,Quality
Original leather?,Quality
Ye kon sa leather hy??,Quality
"I have seen many similar products claim to be genuine, yet they are just ragzine with spray on them",Quality
"And security,, are these made in China products or local made in Pakistan?",Quality
Sr Original lather ha ya 2 num?ðŸ˜‰,Quality
quality vise tek hai na,Quality
 Its stuff...?,Quality
How can i check your quality?,Quality
What is the guarattee of the leather?,Quality
What if it's not genuine?,Quality
How about the quality of this product?,Quality
Is it pure leather or some kind of copy or stuff?,Quality
Orignal leather main hona chahiye,Quality
And what if the product is not like it is mentioned or i am not satisfied with it,Quality
And is this branded or any local company product sir,Quality
Jo pic m saim ho ge,Quality
Ans what if not satisfied?,Quality
Is this available in brown color??,Availability
this one in red ! available?,Availability
Different sizes or only one size Available.?,Availability
Is this available?,Availability
Is it available?,Availability
Any other colour available?,Availability
Any other colour available?,Availability
available?,Availability
avlble,Availability
ye hoga,Availability
ye mil jyga,Availability
ye black mn hoga,Availability
Is this available in brown color??,Availability
this one in red ! available?,Availability
Different sizes or only one size Available.?,Availability
Is this available?,Availability
Is it available?,Availability
Any other colour available?,Availability
Is this available in brown color??,Availability
this one in red ! available?,Availability
Different sizes or only one size Available.?,Availability
Is this available?,Availability
Is it available?,Availability
Any other colour available?,Availability
Any other colour available?,Availability
available?,Availability
avlble,Availability
ye hoga,Availability
ye mil jyga,Availability
ye black mn hoga,Availability
Do u have any other color available in this ,Availability
Any other colour available?,Availability
available?,Availability
avlble,Availability
ye hoga,Availability
ye mil jyga,Availability
ye black mn hoga,Availability
Do u have any other color available in this ,Availability
Do u have any other color available in this ,Availability
Can you send me its real picture?,Pictures
Yeah sure send me some sample pics of both,Pictures
show me more pictures,Pictures
Show me wallets,Pictures
Kindly send me a valut pics,Pictures
Want kind of varities u have,Pictures
Can u send me original pic,Pictures
Can u snd me other pictures,Pictures
Can you send me other pictures,Pictures
Kindly share me the original pics,Pictures
Pics,Pictures
Do u have a original pics of Burgundy ?,Pictures
aoa can u send me the orignal pic of this product,Pictures
Please send original captured picture,Pictures
Ok can i send pic here which i have require,Pictures
Plzz send me more colours and desighn,Pictures
can i see orignal photo aur video if possible????,Pictures
ki original pic dekh skta hoon ?,Pictures
Can u send me some pic???,Pictures
Could u plz send me some original pictures of this product,Pictures
Original pic?,Pictures
Can u please send me some more pics ??,Pictures
"No, can you send me the pics",Pictures
Any picture of it?,Pictures
What about Exchange & return policy?,Return
How can i return u article to u?,Return
Any colour fade problem & warranty?,Return
Return and refund policy?,Return
I want to return it,Return
What about Exchange & return policy?,Return
How can i return u article to u?,Return
Any colour fade problem & warranty?,Return
Return and refund policy?,Return
I want to return it,Return
If  product not liked after delivery thn?,Return
Qulty agr thk na ho gi tu product waps ho gi,Return
If  product not liked after delivery thn?,Return
What about Exchange & return policy?,Return
How can i return u article to u?,Return
Any colour fade problem & warranty?,Return
Return and refund policy?,Return
I want to return it,Return
If  product not liked after delivery thn?,Return
Qulty agr thk na ho gi tu product waps ho gi,Return
What about Exchange & return policy?,Return
How can i return u article to u?,Return
Any colour fade problem & warranty?,Return
Return and refund policy?,Return
I want to return it,Return
What about Exchange & return policy?,Return
How can i return u article to u?,Return
Any colour fade problem & warranty?,Return
Return and refund policy?,Return
I want to return it,Return
If  product not liked after delivery thn?,Return
Qulty agr thk na ho gi tu product waps ho gi,Return
If  product not liked after delivery thn?,Return
What about Exchange & return policy?,Return
How can i return u article to u?,Return
Any colour fade problem & warranty?,Return
Return and refund policy?,Return
I want to return it,Return
If  product not liked after delivery thn?,Return
Qulty agr thk na ho gi tu product waps ho gi,Return
Qulty agr thk na ho gi tu product waps ho gi,Return
Qulty agr thk na ho gi tu product waps ho gi,Return
contact no ?,Contact
Kuch info chahiye,Contact
Where is your office,Contact
Where is your Shop ?,Contact
Any shop in Lahore?,Contact
your contact details  ?,Contact
Is there ur any outlet in lhr?,Contact
Shop Location ?,Contact
Want to contact you ?,Contact
contact details?,Contact
R u based in lahore,Contact
 Sir send me your shop address.. I wanna to come at your shop.,Contact
Ap ki shop kidar hay bahi jaan,Contact
Ap ki outlet khi main hai?? Kis jagha??,Contact
Acha tou waisay khi sy belong krtay hain??I mean ap ki company or online shop??,Contact
contact no ?,Contact
Kuch info chahiye,Contact
Where is your office,Contact
Where is your Shop ?,Contact
Any shop in Lahore?,Contact
your contact details  ?,Contact
Is there ur any outlet in lhr?,Contact
Shop Location ?,Contact
Want to contact you ?,Contact
contact details?,Contact
R u based in lahore,Contact
 Sir send me your shop address.. I wanna to come at your shop.,Contact
Ap ki shop kidar hay bahi jaan,Contact
Ap ki outlet khi main hai?? Kis jagha??,Contact
Acha tou waisay khi sy belong krtay hain??I mean ap ki company or online shop??,Contact
Is there your any shop in faisalabad?,Contact
Is there your any shop in faisalabad?,Contact
quality is same as shown in pictures .Thanks,Feedback
Anyway thanks.,Feedback
I just got the parcel I first time i had a good online experience Its really good quality,Feedback
I just got the parcel I first time i had a good online experience,Feedback
I just got the parcel  Its really good quality,Feedback
Recived.. i like it,Feedback
Quality is good. All things are good. Thanks,Feedback
yeh I got the parcel ...thankyou v much,Feedback
Thanks for the parcel,Feedback
 I recived my parsal,Feedback
I got it it is good,Feedback
Quality is very good,Feedback
Quik service and amazing stuff ...,Feedback
 I received your delivery,Feedback
thanks. My ordered has received.,Feedback
 Received my parcel..nice quality wallet..very impressive,Feedback
Thanks dear I have received parcel..,Feedback
Got your parcel today,Feedback
Well thanks for cooperate,Feedback
quality is same as shown in pictures .Thanks,Feedback
Anyway thanks.,Feedback
I just got the parcel I first time i had a good online experience Its really good quality,Feedback
I just got the parcel I first time i had a good online experience,Feedback
I just got the parcel  Its really good quality,Feedback
Recived.. i like it,Feedback
Quality is good. All things are good. Thanks,Feedback
yeh I got the parcel ...thankyou v much,Feedback
Thanks for the parcel,Feedback
 I recived my parsal,Feedback
I got it it is good,Feedback
Quality is very good,Feedback
Quik service and amazing stuff ...,Feedback
 I received your delivery,Feedback
thanks. My ordered has received.,Feedback
 Received my parcel..nice quality wallet..very impressive,Feedback
Thanks dear I have received parcel..,Feedback
Got your parcel today,Feedback
Well thanks for cooperate,Feedback
Thanks for the parcel,Feedback
 I recived my parsal,Feedback
I got it it is good,Feedback
Quality is very good,Feedback
Quik service and amazing stuff ...,Feedback
 I received your delivery,Feedback
